time,x1,y1,z1,a1,e1 ,r1,x2,y2,z2,a2,e2,r2,x3,y3,z3,a3,e3,r3,x4,y4,z4,a4,e4,r4,V0,V1,V2,V3,V4,V5
20920.0447,5.581054688,12.67382813,2.553222656,42.09960938,87.95654297,-74.48730469,13.0078125,7.053222656,4.790039063,176.5722656,-18.34716797,22.67578125,9.043945313,6.903808594,6.732421875,175.6054688,-18.69873047,-154.7314453,1.850097656,-4.447265625,-6.706054688,35.22216797,-58.09570313,36.18896484,1.280663459,0.846159561,-1.113647866,1.170416193,-0.053976787,0.63409574
20930.0447,5.581054688,12.67382813,2.553222656,42.03369141,87.97851563,-74.55322266,13.00341797,7.083984375,4.812011719,176.6162109,-18.21533203,22.74169922,9.030761719,6.934570313,6.75,175.6274414,-18.52294922,-154.6655273,1.858886719,-4.460449219,-6.706054688,35.46386719,-58.09570313,36.05712891,1.276448122,0.844862535,-1.1058657,1.169443423,-0.060786177,0.633447227
20940.0447,5.581054688,12.67382813,2.548828125,41.98974609,87.97851563,-74.59716797,12.99462891,7.105957031,4.825195313,176.6381836,-18.12744141,22.76367188,9.017578125,6.952148438,6.758789063,175.6713867,-18.41308594,-154.6435547,1.86328125,-4.469238281,-6.706054688,35.63964844,-58.09570313,35.94726563,1.268341705,0.844862535,-1.099704819,1.170416193,-0.062731716,0.63409574
20950.0447,5.581054688,12.67382813,2.548828125,41.94580078,87.97851563,-74.66308594,12.99023438,7.123535156,4.838378906,176.6601563,-18.03955078,22.80761719,9.004394531,6.978515625,6.776367188,175.6933594,-18.25927734,-154.621582,1.876464844,-4.482421875,-6.706054688,35.88134766,-58.07373047,35.79345703,1.255695695,0.842916995,-1.092895423,1.169443423,-0.06143469,0.63409574
20960.0447,5.581054688,12.67382813,2.548828125,41.90185547,87.97851563,-74.68505859,12.98144531,7.154296875,4.855957031,176.7041016,-17.9296875,22.87353516,8.991210938,6.99609375,6.78515625,175.715332,-18.17138672,-154.5996094,1.880859375,-4.491210938,-6.706054688,36.05712891,-58.07373047,35.70556641,1.243049685,0.841295712,-1.084789001,1.16782214,-0.05851638,0.633447227
20970.0447,5.581054688,12.67382813,2.548828125,41.87988281,87.97851563,-74.72900391,12.97265625,7.176269531,4.869140625,176.7260742,-17.86376953,22.91748047,8.978027344,7.013671875,6.798339844,175.7592773,-18.08349609,-154.5776367,1.889648438,-4.5,-6.706054688,36.23291016,-58.07373047,35.59570313,1.230727932,0.83675612,-1.073764266,1.163606804,-0.057867867,0.632474457
20980.0447,5.581054688,12.67382813,2.548828125,41.85791016,88.00048828,-74.75097656,12.95947266,7.20703125,4.891113281,176.7919922,-17.73193359,22.96142578,8.96484375,7.040039063,6.811523438,175.8032227,-17.97363281,-154.5556641,1.8984375,-4.508789063,-6.701660156,36.47460938,-58.07373047,35.46386719,1.222297259,0.830919501,-1.065009329,1.156797414,-0.059813407,0.629880405
20990.0447,5.581054688,12.67382813,2.548828125,41.8359375,88.00048828,-74.77294922,12.95068359,7.229003906,4.904296875,176.8139648,-17.66601563,23.02734375,8.951660156,7.053222656,6.8203125,175.8251953,-17.88574219,-154.5556641,1.907226563,-4.517578125,-6.701660156,36.62841797,-58.07373047,35.37597656,1.216136382,0.826379908,-1.053011824,1.150636537,-0.067271309,0.627934865
21000.0447,5.581054688,12.67382813,2.548828125,41.81396484,88.00048828,-74.79492188,12.93310547,7.259765625,4.921875,176.8579102,-17.55615234,23.09326172,8.934082031,7.083984375,6.833496094,175.8911133,-17.75390625,-154.4897461,1.916015625,-4.530761719,-6.701660156,36.82617188,-58.09570313,35.24414063,1.212245302,0.823137342,-1.041014319,1.146745458,-0.076026239,0.626637838
21010.0447,5.581054688,12.67382813,2.548828125,41.81396484,88.00048828,-74.79492188,12.92431641,7.27734375,4.935058594,176.9018555,-17.49023438,23.13720703,8.920898438,7.1015625,6.842285156,175.9130859,-17.66601563,-154.4677734,1.920410156,-4.53515625,-6.697265625,36.97998047,-58.09570313,35.15625,1.208029965,0.820867546,-1.033880668,1.144475661,-0.079917318,0.626313582
21020.0447,5.581054688,12.67382813,2.548828125,41.81396484,88.00048828,-74.79492188,12.91992188,7.294921875,4.948242188,176.9238281,-17.42431641,23.18115234,8.912109375,7.114746094,6.851074219,175.9570313,-17.60009766,-154.4238281,1.929199219,-4.539550781,-6.697265625,37.08984375,-58.09570313,35.06835938,1.202193346,0.821840315,-1.02739553,1.144475661,-0.081214345,0.628259122
21030.0447,5.581054688,12.67382813,2.548828125,41.81396484,88.00048828,-74.79492188,12.91113281,7.321289063,4.965820313,176.9677734,-17.35839844,23.22509766,8.89453125,7.141113281,6.859863281,176.0229492,-17.51220703,-154.3798828,1.937988281,-4.548339844,-6.692871094,37.265625,-58.09570313,34.95849609,1.194086929,0.823137342,-1.020910392,1.146096944,-0.080890088,0.630528918
21040.0447,5.581054688,12.67382813,2.548828125,41.81396484,88.00048828,-74.79492188,12.90234375,7.343261719,4.974609375,176.9897461,-17.31445313,23.26904297,8.885742188,7.158691406,6.864257813,176.0668945,-17.46826172,-154.3359375,1.942382813,-4.552734375,-6.692871094,37.35351563,-58.09570313,34.91455078,1.185007743,0.824110112,-1.016370796,1.146421201,-0.078620292,0.633122971
21050.0447,5.581054688,12.67382813,2.548828125,41.81396484,88.00048828,-74.77294922,12.89355469,7.369628906,4.983398438,177.0556641,-17.24853516,23.31298828,8.876953125,7.180664063,6.868652344,176.1328125,-17.42431641,-154.2919922,1.951171875,-4.557128906,-6.688476563,37.50732422,-58.11767578,34.82666016,1.174307273,0.821840315,-1.011182686,1.144151404,-0.074729212,0.632474457
21060.0447,5.581054688,12.67382813,2.548828125,41.81396484,88.00048828,-74.79492188,12.88916016,7.387207031,4.987792969,177.0996094,-17.20458984,23.33496094,8.872558594,7.193847656,6.868652344,176.1767578,-17.40234375,-154.2480469,1.955566406,-4.561523438,-6.688476563,37.57324219,-58.11767578,34.76074219,1.165228087,0.817949236,-1.008264374,1.140908838,-0.069541106,0.630853174
21070.0447,5.581054688,12.67382813,2.548828125,41.81396484,88.00048828,-74.79492188,12.88037109,7.404785156,4.9921875,177.1655273,-17.18261719,23.35693359,8.863769531,7.20703125,6.873046875,176.2207031,-17.40234375,-154.2260742,1.959960938,-4.561523438,-6.684082031,37.66113281,-58.11767578,34.71679688,1.156473157,0.81276113,-1.005346062,1.134099448,-0.063704486,0.627286352
21080.0447,5.581054688,12.67382813,2.548828125,41.79199219,88.00048828,-74.81689453,12.87158203,7.431152344,4.996582031,177.253418,-17.13867188,23.40087891,8.859375,7.224609375,6.873046875,176.3085938,-17.40234375,-154.1821289,1.964355469,-4.565917969,-6.6796875,37.74902344,-58.11767578,34.65087891,1.150312281,0.808221538,-1.002752007,1.127938572,-0.060137663,0.624692299
21090.0447,5.581054688,12.67382813,2.548828125,41.77001953,88.00048828,-74.81689453,12.86279297,7.448730469,4.996582031,177.3413086,-17.13867188,23.42285156,8.850585938,7.237792969,6.873046875,176.3525391,-17.38037109,-154.1601563,1.96875,-4.5703125,-6.675292969,37.81494141,-58.11767578,34.60693359,1.146745458,0.804654715,-1.003076264,1.121777696,-0.05657084,0.621125476
21100.0447,5.581054688,12.67382813,2.548828125,41.74804688,88.00048828,-74.86083984,12.85400391,7.475097656,5.000976563,177.4511719,-17.11669922,23.44482422,8.841796875,7.259765625,6.873046875,176.4624023,-17.35839844,-154.1162109,1.977539063,-4.574707031,-6.670898438,37.90283203,-58.11767578,34.54101563,1.143178635,0.804006202,-1.004373291,1.119832156,-0.053004017,0.621125476
21110.0447,5.581054688,12.67382813,2.548828125,41.72607422,87.97851563,-74.8828125,12.84521484,7.492675781,5.000976563,177.5170898,-17.09472656,23.46679688,8.837402344,7.272949219,6.873046875,176.5283203,-17.33642578,-154.0942383,1.977539063,-4.574707031,-6.670898438,37.96875,-58.11767578,34.49707031,1.138314785,0.806600255,-1.005021805,1.120480669,-0.048464424,0.623719529
21120.0447,5.581054688,12.67382813,2.548828125,41.70410156,87.97851563,-74.90478516,12.84082031,7.510253906,5.005371094,177.5830078,-17.07275391,23.48876953,8.828613281,7.286132813,6.877441406,176.6162109,-17.29248047,-154.050293,1.981933594,-4.574707031,-6.666503906,38.01269531,-58.09570313,34.453125,1.132802422,0.811139847,-1.004697548,1.123398979,-0.042303548,0.628907635
21130.0447,5.581054688,12.67382813,2.548828125,41.68212891,87.97851563,-74.90478516,12.83203125,7.536621094,5.009765625,177.6928711,-17.02880859,23.51074219,8.819824219,7.308105469,6.881835938,176.7480469,-17.2265625,-154.0283203,1.990722656,-4.579101563,-6.657714844,38.10058594,-58.07373047,34.38720703,1.125020262,0.817624979,-1.003076264,1.127614315,-0.035818415,0.635717023
21140.0447,5.581054688,12.67382813,2.548828125,41.70410156,87.97851563,-74.90478516,12.82763672,7.554199219,5.014160156,177.7807617,-16.98486328,23.53271484,8.815429688,7.321289063,6.881835938,176.8359375,-17.16064453,-154.0063477,1.990722656,-4.583496094,-6.653320313,38.16650391,-58.07373047,34.34326172,1.118210873,0.822164572,-1.001130722,1.130532625,-0.030630309,0.640580872
21150.0447,5.581054688,12.67822266,2.548828125,41.72607422,87.97851563,-74.8828125,12.82324219,7.580566406,5.02734375,177.890625,-16.91894531,23.5546875,8.806640625,7.343261719,6.890625,176.9897461,-17.05078125,-153.9624023,1.999511719,-4.587890625,-6.64453125,38.25439453,-58.05175781,34.25537109,1.11172574,0.824434368,-0.995942612,1.130856882,-0.029657539,0.644147695
21160.0447,5.581054688,12.67382813,2.548828125,41.77001953,87.97851563,-74.83886719,12.82324219,7.598144531,5.036132813,177.956543,-16.85302734,23.57666016,8.802246094,7.360839844,6.895019531,177.0776367,-16.98486328,-153.9404297,1.999511719,-4.587890625,-6.635742188,38.29833984,-58.02978516,34.21142578,1.105564864,0.823785855,-0.990430246,1.128911342,-0.029981796,0.644796208
21170.0447,5.581054688,12.67382813,2.548828125,41.81396484,87.97851563,-74.77294922,12.82324219,7.615722656,5.044921875,178.0444336,-16.76513672,23.57666016,8.797851563,7.374023438,6.903808594,177.1655273,-16.89697266,-153.9404297,2.00390625,-4.592285156,-6.631347656,38.34228516,-58.0078125,34.16748047,1.100376757,0.819894776,-0.982323824,1.123723236,-0.032575849,0.643174925
21180.0447,5.581054688,12.67382813,2.548828125,41.90185547,87.97851563,-74.68505859,12.82324219,7.642089844,5.058105469,178.1542969,-16.65527344,23.62060547,8.797851563,7.391601563,6.908203125,177.253418,-16.76513672,-153.918457,2.008300781,-4.592285156,-6.622558594,38.40820313,-57.96386719,34.12353516,1.095188651,0.81665221,-0.975190173,1.118535129,-0.035494159,0.641553642
21190.0447,5.581054688,12.67382813,2.548828125,41.96777344,87.97851563,-74.64111328,12.82763672,7.659667969,5.0625,178.2202148,-16.58935547,23.62060547,8.793457031,7.404785156,6.912597656,177.3193359,-16.69921875,-153.8964844,2.008300781,-4.596679688,-6.618164063,38.45214844,-57.96386719,34.07958984,1.090000545,0.813409644,-0.966435237,1.113347023,-0.039385238,0.641229386
21200.0447,5.581054688,12.67382813,2.548828125,42.03369141,87.97851563,-74.55322266,12.82763672,7.677246094,5.071289063,178.3081055,-16.50146484,23.66455078,8.793457031,7.41796875,6.916992188,177.3852539,-16.58935547,-153.8745117,2.008300781,-4.596679688,-6.609375,38.47412109,-57.91992188,34.05761719,1.085785208,0.812112617,-0.958004559,1.110104457,-0.043276318,0.642202155
21210.0447,5.581054688,12.67382813,2.548828125,42.05566406,87.97851563,-74.53125,12.82763672,7.690429688,5.080078125,178.3740234,-16.43554688,23.68652344,8.793457031,7.426757813,6.921386719,177.4291992,-16.5234375,-153.8525391,2.008300781,-4.601074219,-6.604980469,38.49609375,-57.89794922,34.03564453,1.082542642,0.813409644,-0.954437733,1.10783466,-0.042952061,0.644471952
21220.0447,5.585449219,12.67382813,2.548828125,42.07763672,87.97851563,-74.50927734,12.82763672,7.703613281,5.084472656,178.4179688,-16.39160156,23.70849609,8.793457031,7.435546875,6.92578125,177.4731445,-16.47949219,-153.8525391,2.008300781,-4.601074219,-6.600585938,38.51806641,-57.89794922,34.03564453,1.078327306,0.816976466,-0.953464963,1.108483173,-0.040358008,0.648038774
21230.0447,5.585449219,12.67382813,2.548828125,42.07763672,87.97851563,-74.50927734,12.82763672,7.716796875,5.093261719,178.4838867,-16.30371094,23.73046875,8.793457031,7.448730469,6.92578125,177.5390625,-16.41357422,-153.8085938,2.012695313,-4.60546875,-6.591796875,38.54003906,-57.87597656,34.01367188,1.075408996,0.823785855,-0.95378922,1.112049996,-0.036142672,0.655820933
21240.0447,5.585449219,12.67382813,2.548828125,42.05566406,87.97851563,-74.53125,12.82324219,7.725585938,5.09765625,178.527832,-16.25976563,23.73046875,8.793457031,7.453125,6.930175781,177.5830078,-16.39160156,-153.8085938,2.012695313,-4.60546875,-6.587402344,38.56201172,-57.85400391,33.99169922,1.071517916,0.832216527,-0.954437733,1.116265333,-0.029981796,0.664900118
21250.0447,5.585449219,12.67382813,2.548828125,42.03369141,87.97851563,-74.55322266,12.82324219,7.734375,5.106445313,178.5717773,-16.19384766,23.77441406,8.793457031,7.461914063,6.930175781,177.6269531,-16.32568359,-153.7866211,2.012695313,-4.60546875,-6.583007813,38.58398438,-57.85400391,33.94775391,1.067951093,0.840971456,-0.954437733,1.119832156,-0.02479369,0.673655046
21260.0447,5.585449219,12.67382813,2.548828125,42.01171875,87.97851563,-74.57519531,12.82324219,7.743164063,5.106445313,178.59375,-16.171875,23.77441406,8.793457031,7.466308594,6.934570313,177.6489258,-16.30371094,-153.7646484,2.012695313,-4.60546875,-6.578613281,38.60595703,-57.83203125,33.92578125,1.065681297,0.845186792,-0.95378922,1.121129182,-0.022523893,0.678518895
21270.0447,5.585449219,12.67382813,2.548828125,41.98974609,87.97851563,-74.59716797,12.82763672,7.747558594,5.110839844,178.6157227,-16.12792969,23.79638672,8.793457031,7.470703125,6.934570313,177.6708984,-16.25976563,-153.7426758,2.012695313,-4.60546875,-6.57421875,38.62792969,-57.83203125,33.90380859,1.06146596,0.846159561,-0.952492192,1.119183643,-0.01992984,0.680140178
21280.0447,5.585449219,12.67382813,2.548828125,41.94580078,87.97851563,-74.61914063,12.82763672,7.751953125,5.115234375,178.659668,-16.08398438,23.79638672,8.7890625,7.475097656,6.934570313,177.7148438,-16.21582031,-153.7426758,2.012695313,-4.609863281,-6.565429688,38.64990234,-57.81005859,33.88183594,1.057574881,0.845186792,-0.950870908,1.116589589,-0.018308557,0.679815921
21290.0447,5.585449219,12.67382813,2.548828125,41.94580078,87.97851563,-74.64111328,12.83203125,7.756347656,5.119628906,178.659668,-16.06201172,23.81835938,8.7890625,7.475097656,6.934570313,177.7368164,-16.171875,-153.7207031,2.012695313,-4.609863281,-6.561035156,38.671875,-57.78808594,33.85986328,1.050765491,0.844214022,-0.948925367,1.113995536,-0.014093221,0.677870382
21300.0447,5.585449219,12.67382813,2.548828125,41.94580078,87.97851563,-74.64111328,12.83642578,7.760742188,5.124023438,178.6816406,-15.99609375,23.81835938,8.7890625,7.483886719,6.938964844,177.7807617,-16.08398438,-153.6987305,2.017089844,-4.609863281,-6.552246094,38.671875,-57.76611328,33.83789063,1.041362049,0.842916995,-0.946331312,1.111077226,-0.008905115,0.677221869
21310.0447,5.585449219,12.67382813,2.548828125,41.96777344,87.97851563,-74.61914063,12.84082031,7.765136719,5.128417969,178.7036133,-15.95214844,23.81835938,8.7890625,7.48828125,6.943359375,177.8027344,-16.01806641,-153.6987305,2.017089844,-4.609863281,-6.547851563,38.69384766,-57.74414063,33.81591797,1.033255633,0.839998686,-0.942764487,1.108483173,-0.005014035,0.676897612
21320.0447,5.585449219,12.67382813,2.548828125,41.98974609,87.97851563,-74.59716797,12.84960938,7.765136719,5.137207031,178.7255859,-15.90820313,23.81835938,8.7890625,7.492675781,6.943359375,177.8466797,-15.93017578,-153.6767578,2.017089844,-4.609863281,-6.543457031,38.69384766,-57.70019531,33.79394531,1.026121987,0.837080376,-0.939197661,1.10491635,-0.001447212,0.674627816
21330.0447,5.585449219,12.67382813,2.548828125,42.03369141,87.97851563,-74.53125,12.85839844,7.765136719,5.145996094,178.7475586,-15.79833984,23.81835938,8.793457031,7.501464844,6.952148438,177.890625,-15.75439453,-153.6547852,2.017089844,-4.60546875,-6.534667969,38.69384766,-57.67822266,33.77197266,1.023527934,0.83286504,-0.93725212,1.101673784,-0.001447212,0.672682276
21340.0447,5.585449219,12.67382813,2.553222656,42.07763672,87.97851563,-74.48730469,12.8671875,7.765136719,5.154785156,178.7475586,-15.71044922,23.79638672,8.793457031,7.501464844,6.956542969,177.9125977,-15.64453125,-153.6328125,2.017089844,-4.60546875,-6.525878906,38.69384766,-57.65625,33.75,1.022230908,0.829622474,-0.934982322,1.097134191,-0.003068495,0.670736736
21350.0447,5.585449219,12.67382813,2.553222656,42.16552734,87.97851563,-74.39941406,12.87597656,7.760742188,5.172363281,178.7255859,-15.55664063,23.79638672,8.793457031,7.505859375,6.965332031,177.9345703,-15.49072266,-153.6328125,2.017089844,-4.60546875,-6.521484375,38.69384766,-57.63427734,33.72802734,1.022879421,0.822813085,-0.93206401,1.089676288,-0.005338292,0.664575861
21360.0447,5.585449219,12.67382813,2.553222656,42.20947266,87.97851563,-74.35546875,12.88037109,7.756347656,5.185546875,178.7255859,-15.44677734,23.79638672,8.793457031,7.505859375,6.969726563,177.956543,-15.40283203,-153.6108398,2.017089844,-4.601074219,-6.517089844,38.69384766,-57.61230469,33.72802734,1.023527934,0.818922006,-0.931415497,1.086109465,-0.006959575,0.661009038
21370.0447,5.585449219,12.67382813,2.553222656,42.25341797,87.97851563,-74.31152344,12.88476563,7.756347656,5.198730469,178.7036133,-15.35888672,23.77441406,8.793457031,7.501464844,6.978515625,177.956543,-15.33691406,-153.6108398,2.017089844,-4.601074219,-6.512695313,38.69384766,-57.61230469,33.70605469,1.022555164,0.81567944,-0.930766983,1.082866899,-0.006311062,0.658090729
21380.0447,5.585449219,12.67382813,2.553222656,42.29736328,87.97851563,-74.26757813,12.88476563,7.747558594,5.216308594,178.7036133,-15.24902344,23.77441406,8.793457031,7.501464844,6.982910156,177.956543,-15.27099609,-153.6108398,2.017089844,-4.596679688,-6.508300781,38.671875,-57.61230469,33.70605469,1.020285368,0.813085387,-0.927848671,1.080597102,-0.007608088,0.655496676
21390.0447,5.585449219,12.67382813,2.553222656,42.29736328,87.97851563,-74.26757813,12.88916016,7.743164063,5.225097656,178.7036133,-15.18310547,23.75244141,8.797851563,7.497070313,6.987304688,177.9345703,-15.24902344,-153.6108398,2.017089844,-4.592285156,-6.508300781,38.64990234,-57.63427734,33.72802734,1.016394288,0.809842821,-0.925578873,1.077678792,-0.007283832,0.65225411
21400.0447,5.585449219,12.67382813,2.553222656,42.27539063,87.97851563,-74.28955078,12.89355469,7.738769531,5.233886719,178.7036133,-15.13916016,23.75244141,8.797851563,7.48828125,6.991699219,177.9345703,-15.20507813,-153.6328125,2.017089844,-4.587890625,-6.50390625,38.62792969,-57.63427734,33.72802734,1.012503209,0.805951741,-0.922984819,1.074436226,-0.006959575,0.649984314
21410.0447,5.585449219,12.67382813,2.553222656,42.23144531,87.97851563,-74.33349609,12.89355469,7.734375,5.23828125,178.7036133,-15.13916016,23.73046875,8.797851563,7.483886719,6.991699219,177.9345703,-15.20507813,-153.6547852,2.017089844,-4.583496094,-6.50390625,38.58398438,-57.65625,33.75,1.009584899,0.803681945,-0.920066507,1.072166429,-0.007283832,0.648363031
21420.0447,5.585449219,12.67382813,2.553222656,42.1875,87.97851563,-74.37744141,12.89355469,7.734375,5.23828125,178.7036133,-15.13916016,23.73046875,8.802246094,7.479492188,6.99609375,177.9345703,-15.20507813,-153.6767578,2.017089844,-4.579101563,-6.50390625,38.56201172,-57.65625,33.77197266,1.008612129,0.801412149,-0.917796709,1.06924812,-0.008256602,0.647066004
21430.0447,5.585449219,12.67382813,2.553222656,42.09960938,87.97851563,-74.46533203,12.89794922,7.729980469,5.242675781,178.7255859,-15.13916016,23.70849609,8.802246094,7.475097656,7.000488281,177.9345703,-15.18310547,-153.6987305,2.012695313,-4.574707031,-6.499511719,38.49609375,-57.67822266,33.81591797,1.009909156,0.802060662,-0.914554141,1.06730258,-0.011499168,0.648687287
21440.0447,5.585449219,12.67382813,2.553222656,42.05566406,87.97851563,-74.50927734,12.89794922,7.729980469,5.242675781,178.7255859,-15.16113281,23.70849609,8.802246094,7.470703125,7.000488281,177.9345703,-15.18310547,-153.7207031,2.012695313,-4.5703125,-6.499511719,38.45214844,-57.70019531,33.83789063,1.012178952,0.803681945,-0.913905627,1.067626836,-0.014741734,0.65128134
21450.0447,5.585449219,12.67382813,2.553222656,42.03369141,87.97851563,-74.55322266,12.90234375,7.725585938,5.242675781,178.7475586,-15.16113281,23.70849609,8.806640625,7.461914063,7.004882813,177.9345703,-15.18310547,-153.7426758,2.012695313,-4.565917969,-6.499511719,38.38623047,-57.70019531,33.88183594,1.016718545,0.808545794,-0.912608599,1.069896633,-0.017984301,0.655496676
21460.0447,5.585449219,12.67382813,2.553222656,42.03369141,87.97851563,-74.55322266,12.90234375,7.725585938,5.242675781,178.7475586,-15.16113281,23.68652344,8.806640625,7.453125,7.004882813,177.9345703,-15.16113281,-153.7646484,2.012695313,-4.561523438,-6.499511719,38.36425781,-57.72216797,33.90380859,1.020285368,0.812112617,-0.912932856,1.073139199,-0.020254097,0.660036269
21470.0447,5.585449219,12.67382813,2.553222656,42.03369141,87.97851563,-74.55322266,12.90234375,7.721191406,5.242675781,178.7475586,-15.16113281,23.68652344,8.811035156,7.448730469,7.009277344,177.9125977,-15.16113281,-153.7646484,2.008300781,-4.557128906,-6.499511719,38.3203125,-57.72216797,33.92578125,1.022879421,0.817300723,-0.911960086,1.076706022,-0.02284815,0.664251604
21480.0447,5.585449219,12.67382813,2.553222656,42.07763672,87.97851563,-74.50927734,12.90234375,7.716796875,5.242675781,178.7475586,-15.18310547,23.68652344,8.815429688,7.435546875,7.013671875,177.890625,-15.16113281,-153.8085938,2.008300781,-4.552734375,-6.495117188,38.27636719,-57.74414063,33.94775391,1.022879421,0.822164572,-0.912284343,1.080272845,-0.023496663,0.667818427
21490.0447,5.585449219,12.67382813,2.553222656,42.12158203,87.97851563,-74.44335938,12.90234375,7.716796875,5.247070313,178.7475586,-15.18310547,23.68652344,8.815429688,7.426757813,7.018066406,177.8686523,-15.13916016,-153.8305664,2.008300781,-4.552734375,-6.495117188,38.25439453,-57.74414063,33.94775391,1.022555164,0.826055651,-0.913257113,1.082866899,-0.022523893,0.672358019
21500.0447,5.585449219,12.67382813,2.553222656,42.1875,87.97851563,-74.37744141,12.90234375,7.708007813,5.247070313,178.7475586,-15.18310547,23.66455078,8.82421875,7.409179688,7.022460938,177.8027344,-15.13916016,-153.8745117,2.008300781,-4.548339844,-6.495117188,38.21044922,-57.74414063,33.96972656,1.022555164,0.829298218,-0.912608599,1.085460952,-0.023172407,0.675600585
21510.0447,5.585449219,12.67382813,2.553222656,42.23144531,87.97851563,-74.33349609,12.90234375,7.69921875,5.247070313,178.7255859,-15.16113281,23.66455078,8.82421875,7.395996094,7.022460938,177.7587891,-15.13916016,-153.8964844,2.00390625,-4.548339844,-6.490722656,38.21044922,-57.74414063,33.96972656,1.022555164,0.828649704,-0.910014545,1.085460952,-0.02576646,0.676573355
21520.0447,5.585449219,12.67382813,2.553222656,42.29736328,87.97851563,-74.28955078,12.90673828,7.690429688,5.251464844,178.7036133,-15.16113281,23.64257813,8.828613281,7.387207031,7.022460938,177.7148438,-15.1171875,-153.918457,2.00390625,-4.543945313,-6.490722656,38.18847656,-57.74414063,33.96972656,1.024176447,0.827676934,-0.909690288,1.083515412,-0.026414973,0.675924842
21530.0447,5.585449219,12.67382813,2.553222656,42.29736328,87.97851563,-74.26757813,12.90673828,7.668457031,5.255859375,178.6376953,-15.16113281,23.62060547,8.833007813,7.374023438,7.022460938,177.6489258,-15.1171875,-153.9404297,2.00390625,-4.543945313,-6.490722656,38.18847656,-57.74414063,33.96972656,1.02579773,0.824434368,-0.910663058,1.078975819,-0.027063486,0.673330789
21540.0447,5.585449219,12.67382813,2.553222656,42.29736328,87.97851563,-74.26757813,12.91113281,7.650878906,5.255859375,178.59375,-15.13916016,23.59863281,8.837402344,7.365234375,7.022460938,177.5830078,-15.09521484,-153.9624023,2.00390625,-4.543945313,-6.486328125,38.18847656,-57.74414063,33.96972656,1.02579773,0.819894776,-0.912608599,1.074111969,-0.027387743,0.670088223
21550.0447,5.58984375,12.67382813,2.553222656,42.27539063,87.97851563,-74.28955078,12.91552734,7.624511719,5.260253906,178.4838867,-15.09521484,23.59863281,8.837402344,7.352050781,7.022460938,177.4951172,-15.07324219,-153.9624023,2.00390625,-4.543945313,-6.486328125,38.18847656,-57.72216797,33.96972656,1.024176447,0.817300723,-0.910338802,1.069896633,-0.027712,0.66846694
21560.0447,5.58984375,12.67382813,2.553222656,42.25341797,87.97851563,-74.31152344,12.91992188,7.611328125,5.260253906,178.3959961,-15.07324219,23.57666016,8.837402344,7.343261719,7.022460938,177.4291992,-15.05126953,-153.9624023,2.00390625,-4.543945313,-6.486328125,38.21044922,-57.72216797,33.94775391,1.021906651,0.81567944,-0.908717517,1.066978323,-0.026090716,0.668142684
21570.0447,5.58984375,12.67382813,2.553222656,42.20947266,87.97851563,-74.35546875,12.91992188,7.59375,5.260253906,178.3300781,-15.05126953,23.57666016,8.841796875,7.334472656,7.022460938,177.3852539,-15.02929688,-153.984375,2.00390625,-4.543945313,-6.481933594,38.21044922,-57.72216797,33.94775391,1.019636854,0.817949236,-0.906123463,1.06632981,-0.02576646,0.67041248
21580.0447,5.58984375,12.67382813,2.553222656,42.1875,87.97851563,-74.37744141,12.92431641,7.571777344,5.260253906,178.2202148,-15.02929688,23.59863281,8.841796875,7.321289063,7.022460938,177.2973633,-15.00732422,-153.984375,2.00390625,-4.543945313,-6.477539063,38.23242188,-57.70019531,33.92578125,1.017691315,0.821516059,-0.90223238,1.06730258,-0.027063486,0.674627816
21590.0447,5.58984375,12.67382813,2.553222656,42.16552734,87.97851563,-74.39941406,12.92431641,7.55859375,5.260253906,178.1762695,-15.00732422,23.59863281,8.841796875,7.316894531,7.022460938,177.253418,-15.00732422,-153.9624023,2.008300781,-4.543945313,-6.477539063,38.23242188,-57.70019531,33.90380859,1.015097262,0.826379908,-0.898341298,1.069572376,-0.029009026,0.679491665
21600.0447,5.58984375,12.67382813,2.553222656,42.1875,87.97851563,-74.37744141,12.92431641,7.541015625,5.255859375,178.0883789,-14.98535156,23.62060547,8.841796875,7.308105469,7.018066406,177.1655273,-14.98535156,-153.9624023,2.008300781,-4.539550781,-6.473144531,38.25439453,-57.67822266,33.90380859,1.012827465,0.834162067,-0.894774473,1.075084739,-0.029009026,0.68662531
21610.0447,5.58984375,12.67382813,2.553222656,42.1875,87.97851563,-74.35546875,12.92871094,7.532226563,5.251464844,178.0444336,-14.98535156,23.64257813,8.846191406,7.303710938,7.013671875,177.1435547,-14.98535156,-153.9404297,2.008300781,-4.539550781,-6.46875,38.27636719,-57.65625,33.88183594,1.008612129,0.839025916,-0.891531905,1.078651562,-0.028360513,0.691813416
21620.0447,5.58984375,12.67382813,2.553222656,42.23144531,87.97851563,-74.33349609,12.92871094,7.5234375,5.247070313,178.0004883,-14.98535156,23.64257813,8.846191406,7.299316406,7.009277344,177.0996094,-14.98535156,-153.9404297,2.008300781,-4.539550781,-6.464355469,38.27636719,-57.65625,33.88183594,1.002451253,0.843565509,-0.887640823,1.081569872,-0.026090716,0.697001521
